File,First Sentence
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK14S__28-04-21-02-39-05_transcript.txt, demonstracije su opet počele
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK15S__28-04-21-02-39-18_transcript.txt, pojavio se u poslednjem trenutku
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK16S__28-04-21-02-39-32_transcript.txt, Sanjala sam te pre neku noć
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK17S__28-04-21-02-39-46_transcript.txt, premijer je obećao viši standard
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK18S__28-04-21-02-40-02_transcript.txt, Opet je pijaca poskupela
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK19S__28-04-21-02-40-15_transcript.txt, večeras najavljuju padavine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK20S__28-04-21-02-40-28_transcript.txt, ponedeljak putujem na frušku Goru
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK21S__28-04-21-02-40-43_transcript.txt, ma karta važi još dva dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK22S__28-04-21-02-40-57_transcript.txt, naša kolosu stara 10 godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK23S__28-04-21-02-41-12_transcript.txt, sutra se završava školska godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK24S__28-04-21-02-41-25_transcript.txt, preko leta ću biti u Beogradu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK25S__28-04-21-02-41-39_transcript.txt, nismo u kontaktu više od godinu dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK26S__28-04-21-02-41-54_transcript.txt, u braku smo već devet godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK27S__28-04-21-02-42-08_transcript.txt, salsa minuta počinje predstava
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK28S__28-04-21-02-42-23_transcript.txt, večeras mora da donese odluku o njegovoj smeni
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK29S__28-04-21-02-42-46_transcript.txt, o toj aferi novine su pisale danima
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK30S__28-04-21-02-43-00_transcript.txt, dugo vremena nismo ovde bili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD01T__28-04-21-02-43-22_transcript.txt, imamo još četiri minuta vremena do polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD02T__28-04-21-02-43-40_transcript.txt, sutra ćemo sve raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD03T__28-04-21-02-43-59_transcript.txt, kompjuteri su prodali u sve oblasti i bez njih se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD04T__28-04-21-02-44-18_transcript.txt, otišao inostranstvo prošle godine i još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD05T__28-04-21-02-44-38_transcript.txt, telefoni zvone po ceo dan i tebe traže
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD06T__28-04-21-02-44-56_transcript.txt, popeću se na drvo pa ko me mama ne vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD07T__28-04-21-02-45-12_transcript.txt, Ako se setim tebe kad čujem tu pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD08T__28-04-21-02-45-48_transcript.txt, Da da tako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD09T__28-04-21-02-46-09_transcript.txt, znam znam Pa meni je 100 puta pričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD10T__28-04-21-02-46-29_transcript.txt, Mirjana rekla da će se uskoro vratiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD11T__28-04-21-02-46-47_transcript.txt, na more Idemo isto mesto kao i prošle godine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD12T__28-04-21-02-47-03_transcript.txt, na slavi ćemo imati preko 50 postaju
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD13T__28-04-21-02-47-18_transcript.txt, raspitaću se pa ću ti javiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD14T__28-04-21-02-47-32_transcript.txt, oblačila se kao da će padati kiša
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD15T__28-04-21-02-47-48_transcript.txt, sećam se kada je ulicom Kneza Miloša saobraćao tramvaj
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD16T__28-04-21-02-48-07_transcript.txt, na mlade najviše uticaj imaju lica sa estrade kao i sporta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD17T__28-04-21-02-48-25_transcript.txt, čim uplata on će doneti robu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD18T__28-04-21-02-48-44_transcript.txt, nazvat ću te pa ono otprilike za sat vremena
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD19T__28-04-21-02-49-02_transcript.txt, otvara se igraonica preko puta vaše zgrade
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD20T__28-04-21-02-49-19_transcript.txt, javio se i otišao je na aerodrom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD21T__28-04-21-02-49-37_transcript.txt, samo što sam stigao odmah sam morao da odem na sastanak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD22T__28-04-21-02-49-54_transcript.txt, Taman sam krenula da učim a on pozvao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD23T__28-04-21-02-50-11_transcript.txt, Strpi se još malo samo što nismo stigli
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD24T__28-04-21-02-50-29_transcript.txt, ovi klinci su nemoguće niko ih ne može obuzdati
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD25T__28-04-21-02-50-48_transcript.txt, Miron je ušao u voz nekoliko minuta pre nas
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD26T__28-04-21-02-51-08_transcript.txt, gotovo je sve možete početi sa priče
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD27T__28-04-21-02-51-26_transcript.txt, Kada završiš sa sastankom javiću nam rezultate
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD28T__28-04-21-02-51-44_transcript.txt, malopre sam se čuo sa njim i on je sve ispričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD29T__28-04-21-02-52-02_transcript.txt, kada se vratim sa posla svratiću do tebe
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD30T__28-04-21-02-52-19_transcript.txt, Upravo su mi javili da treba da dođem sutra
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD31T__28-04-21-02-52-34_transcript.txt, prelazi ulicu na srama ne tek renovirane buregdžinice
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_0_SKMD32T__28-04-21-02-52-51_transcript.txt, dok se saginje umalo ga našla zaljubim Forza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK01T__28-04-21-02-53-07_transcript.txt, Vratiću se brzo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK02T__28-04-21-02-53-18_transcript.txt, ne idem danas u školu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK03T__28-04-21-02-53-30_transcript.txt, spavaću ceo dan
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK04T__28-04-21-02-53-42_transcript.txt, napisaću mu pismo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK05T__28-04-21-02-53-57_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK06T__28-04-21-02-54-10_transcript.txt, doći će na Mirko na ručak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK07T__28-04-21-02-54-23_transcript.txt, još malo pa će izbori
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK08T__28-04-21-02-54-36_transcript.txt, sutra će biti 27 hladno
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK09T__28-04-21-02-54-50_transcript.txt, domaće žurka kod komšije
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK10T__28-04-21-02-55-03_transcript.txt, za dva dana počinje škola
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK11T__28-04-21-02-55-15_transcript.txt, od sutra smo sami u kući
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK12T__28-04-21-02-55-27_transcript.txt, Petr će doći u ponedeljak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK13T__28-04-21-02-55-44_transcript.txt, moj sin ide prvi put sam na more
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK14T__28-04-21-02-55-59_transcript.txt, demonstracije su opet počele
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK15T__28-04-21-02-56-13_transcript.txt, pojavio se u poslednjem trenutku
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK16T__28-04-21-02-56-26_transcript.txt, Sanjala sam te pre neku noć
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK17T__28-04-21-02-56-42_transcript.txt, premijer je obećao više standard
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK18T__28-04-21-02-56-55_transcript.txt, opet i pijaca poskupela
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK19T__28-04-21-02-57-08_transcript.txt, večeras najavljuju padavine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK20T__28-04-21-02-57-21_transcript.txt, u ponedeljak pucaju na Fruška gora
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK21T__28-04-21-02-57-35_transcript.txt, ma karta važi još dva dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK22T__28-04-21-02-57-52_transcript.txt, naše kolo su staro 10 godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK23T__28-04-21-02-58-06_transcript.txt, sutra se završava školska godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK24T__28-04-21-02-58-20_transcript.txt, tako leto ću biti u Beogradu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK25T__28-04-21-02-58-35_transcript.txt, nismo u kontaktu više od godinu dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK26T__28-04-21-02-58-55_transcript.txt, braku smo već devet godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK27T__28-04-21-02-59-08_transcript.txt, za osam minuta počinje predstava
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK28T__28-04-21-02-59-23_transcript.txt, večeras mora da donese odluku o njegovoj smeni
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK29T__28-04-21-02-59-38_transcript.txt, o toj aferi novine su pisale danima
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/4/4_4_1_SKMK30T__28-04-21-02-59-55_transcript.txt, dugo vremena nismo ovde bili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd01n__28-04-21-05-45-00_transcript.txt, imamo još četiri minuta vremena do polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd02n__28-04-21-05-45-17_transcript.txt, sutra ćemo sve raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd03n__28-04-21-05-45-34_transcript.txt, kompjuteri su prodali u sve oblasti bez njih se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd04n__28-04-21-05-45-52_transcript.txt, Otišao je u inostranstvo prošle godine i još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd05n__28-04-21-05-46-09_transcript.txt, telefoni zvone po ceo dan i tebe traže
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd06n__28-04-21-05-46-25_transcript.txt, popeću se na drvo ako mi mama ne vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd07n__28-04-21-05-46-40_transcript.txt, uvek se setim tebe kad čujem tu pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd08n__28-04-21-05-46-53_transcript.txt, Da da tako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd09n__28-04-21-05-47-06_transcript.txt, znam znam Pa meni je 100 puta pričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd10n__28-04-21-05-47-21_transcript.txt, Mirjana je rekla da će se uskoro vratiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd11n__28-04-21-05-47-34_transcript.txt, na more Idemo u isto mesto kao i prošle godine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd12n__28-04-21-05-47-49_transcript.txt, slavi ćemo imati preko 50 gostiju
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd13n__28-04-21-05-48-07_transcript.txt, raspitaću se pa ću ti javiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd14n__28-04-21-05-48-18_transcript.txt, naoblačilo se kao da će padati kiša
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd15n__28-04-21-05-48-43_transcript.txt, sećam se kada ulicom Kneza Miloša saobraćao tramvaj
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd16n__28-04-21-05-49-03_transcript.txt, na mlade najviše uticaj imaju lice sa estrade kao i sporta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd17n__28-04-21-05-49-42_transcript.txt, čim uplata on će doneti robu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd18n__28-04-21-05-49-54_transcript.txt, nazvat ću te ponovo otprilike za sat vremena
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd19n__28-04-21-05-50-08_transcript.txt, otvara se igraonica preko puta naše zgrade
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd20n__28-04-21-05-50-22_transcript.txt, javio se i otišao je na aerodrom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd21n__28-04-21-05-50-34_transcript.txt, samo što sam stigao odmah sam morao da odem na sastanak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd22n__28-04-21-05-50-52_transcript.txt, Taman sam krenula da učim a on me pozvao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd23n__28-04-21-05-51-17_transcript.txt, Strpi se još malo samo što nismo stigli
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd24n__28-04-21-05-51-32_transcript.txt, ovi klinci su nemoguće niko ih ne može obuzdati
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd25n__28-04-21-05-51-45_transcript.txt, Milan je ušao u voz nekoliko minuta pre nas
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd26n__28-04-21-05-52-02_transcript.txt, pa to je sve možete početi sa pričom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd27n__28-04-21-05-52-15_transcript.txt, kad završiš sa sastankom Javiće nam rezultate
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd28n__28-04-21-05-52-29_transcript.txt, malopre sam se čuo sa njim i on mi sve ispričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd29n__28-04-21-05-52-43_transcript.txt, kada se vratim sa posla svratiću do tebe
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd30n__28-04-21-05-52-55_transcript.txt, Upravo su mi javili da treba da dođem sutra
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd31n__28-04-21-05-53-10_transcript.txt, prelazio je ulicu naspram one tek renovirane buregdžinice
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_0_mvmd32n__28-04-21-05-53-26_transcript.txt, dok se saginje u maloga Ne zgazi ljubim Ford
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk01n__28-04-21-05-53-38_transcript.txt, Vratiću se brzo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk02n__28-04-21-05-53-47_transcript.txt, ne idem danas u školu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk03n__28-04-21-05-53-56_transcript.txt, prespava ću ceo dan
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk04n__28-04-21-05-54-05_transcript.txt, napisaću mu pismo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk05n__28-04-21-05-54-16_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk06n__28-04-21-05-54-27_transcript.txt, doći će na Mirko na ručak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk07n__28-04-21-05-54-44_transcript.txt, još malo pa će izbori
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk08n__28-04-21-05-54-56_transcript.txt, sutra će biti 27 hladu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk09n__28-04-21-05-55-08_transcript.txt, doveče je žurka kod komšije
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk10n__28-04-21-05-55-19_transcript.txt, za dva dana počinje škola
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk11n__28-04-21-05-55-29_transcript.txt, od sutra smo sami u kući
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk12n__28-04-21-05-55-48_transcript.txt, Petar će doći u ponedeljak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk13n__28-04-21-05-55-58_transcript.txt, moj sin ide prvi put sam na more
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk14n__28-04-21-05-56-11_transcript.txt, demonstracije su opet počele
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk15n__28-04-21-05-56-22_transcript.txt, pojavio se u poslednjem trenutku
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk16n__28-04-21-05-56-34_transcript.txt, Sanjao sam te pre neku noć
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk17n__28-04-21-05-56-53_transcript.txt, premijer je obećao viši standard
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk18n__28-04-21-05-57-04_transcript.txt, Opet je pijaca poskupela
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk19n__28-04-21-05-57-15_transcript.txt, večeras najavljuju padavine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk20n__28-04-21-05-57-26_transcript.txt, u ponedeljak putujem na frušku Goru
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk21n__28-04-21-05-57-44_transcript.txt, moja karta važi još dva dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk22n__28-04-21-05-57-56_transcript.txt, naša kola su stara 10 godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1058/1/2_1_1_mvmk23n__28-04-21-05-58-16_transcript.txt, sutra se završava školska godina
